"sno_student","sno","data_type","questionnaire_type","school","age","gender","school_grade","consent_given","what.follow.up.statenents.given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","final_coding","expectancies","value","value/intrinsic","value/utility","value/utility/daily life","value/utility/general","value/utility/learning utility","value/utility/other","value/utility/school utility","value/utility/social utility","value/utility/useless","costs","costs/effort","costs/emotional","costs/opportunity","costs/outside","goals","goals/evaluative","goals/family support","goals/mastery","goals/normative","goals/outcome","goals/social approval","goals/social concern","goals/social responsibility","goals/social status","other factors","consequence","statement_Kinyarwanda","statement_English","statement_stem","statement_in_first_person","auxiliary_verb_used","verb_used","verb_negated","adverb_used","object_1_used","object_2_used","object_3_used","type","what_subjects_listed","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_con","biology_demot","biology_mot","biology_uncon","chemistry_con","chemistry_demot","chemistry_mot","chemistry_uncon","english_con","english_demot","english_mot","english_uncon","entrepreneurship_con","entrepreneurship_demot","entrepreneurship_mot","entrepreneurship_uncon","french_con","french_demot","french_mot","french_uncon","geography_con","geography_demot","geography_mot","geography_uncon","history_con","history_demot","history_mot","history_uncon","ict_con","ict_demot","ict_mot","ict_uncon","kinyarwanda_con","kinyarwanda_demot","kinyarwanda_mot","kinyarwanda_uncon","kiswahili_con","kiswahili_demot","kiswahili_mot","kiswahili_uncon","literature_con","literature_demot","literature_mot","literature_uncon","mathematics_con","mathematics_demot","mathematics_mot","mathematics_uncon","physics_con","physics_demot","physics_mot","physics_uncon","religion_con","religion_demot","religion_mot","religion_uncon","sports_con","sports_demot","sports_mot","sports_uncon","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
1,"m118_118_2","motivation","demotivation","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"hari igihe mba numva uwo munsi nabyutse nabi","sometimes i wake up on the wrong side of the bed",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","mathematics,physics","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_5","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"coder 2","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","consequence",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"ntekereza ko ejo hazaza nzabanshoboye kubera ko nakoze nifitiye ikizere","i think that i will be capable in the future because i worked with confidence",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_6","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"coder 1","ability",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancies",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"cyangwa nanone ushobora kuba isomo runaka uryumva cyane","or you might understand a certain subject well","cyangwa nanone ushobora kuba isomo runaka uryumva cyane","yes","gushobora","kumva",NA,"cyane","isomo",NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_7","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","task difficulty",NA,NA,NA,"different",NA,NA,NA,"none","different/ task difficulty",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors-costs/effort",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"mba numva byoroshye nkigirira ikizere kuko mwarimu abayabyigishije","i feel like it is easy because the teacher taught it and so i feel confident",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_8","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"none","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"consequence",NA,"agreement","consequence","expectancies-consequence",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"kandi nkora vuba iyo nkoze imyitozo nifitiyemo ikizere kuko mbanziko ibyo nkora ari byo","and i work fast when i work exercises i am confident about because i am sure of what i do",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m118_118_8","motivation","demotivation","B",16,"female","1","yes",NA,"no","no","no","agreement",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,"kandi binaterwa n'ikigo aho giherereye ahatuje cyangwa ahari urusaku","it also depends on the location of the school. whether it is situated somewhere that's quiet or where there is a lot of noise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mathematics,physics","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m118_118_3","motivation","demotivation","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","different",NA,NA,NA,"negative",NA,NA,NA,"coder 1","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"hari igihe umwarimu bab atasobanuye neza bityo ishyaka rikagabanuka","there are times the teacher doesn't explain it well, so your motivation decreases",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","mathematics,physics","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_3","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","different",NA,NA,NA,"different",NA,NA,NA,"agreement","different",NA,NA,NA,NA,NA,NA,NA,NA,"consequence",NA,"source",NA,"coder 2","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"hari igihe mba nanasubiye mumasosomo ni mugoroba turangije kwiga","at times i go through my studies in the evening after school",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m117_117_4","confidence","confidence","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","confidence","confidence","confidence","agreement","ability",NA,NA,NA,"different",NA,NA,NA,"none","ability/ different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"consequence",NA,"coder 1","source","expectancies-other factors",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"hari igihe mba nanasobanukiwe uko ikibazo kibaza bityo nkigirira ikizere","at times i understand how the question is asked, which makes me confident",NA,"yes",NA,NA,NA,NA,NA,NA,NA,"confidence","english,history","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
1,"m118_118_9","motivation","demotivation","B",16,"female","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","outside",NA,NA,NA,"different",NA,NA,NA,"coder 2","different",NA,NA,NA,NA,NA,NA,NA,NA,"source",NA,"source",NA,"agreement","source","other factors",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,"hari igihe uba ufite nkibibazo runaka","there are times you may have certain problems",NA,NA,NA,NA,NA,NA,NA,NA,NA,"demotivation","mathematics,physics","English,History","Mathematics,Physics","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0.739,0.558,0.633,0.731,0.594,0.757,0.628,0.639,0.767,0.729,0.883,0.571,0.671,0.667,0.842,0.817
2,"m64_64_4","motivation","demotivation","B",15,"female","1","yes",NA,"yes","yes","yes","agreement","demotivation","demotivation","demotivation","agreement","attainment",NA,NA,NA,"different",NA,NA,NA,"none","utility","useless",NA,NA,"useless",NA,NA,"agreement","useless",NA,NA,NA,NA,NA,NA,"value/utility/useless",0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"numva ko gukora umwitozo hari igihe nshobora kumva ko ntakintu bimbwiye","i feel that when doing an exercise there are times i might feel that it does not tell me anything","ntakintu bimbwiye","no",NA,"kumbwira","nta",NA,"ikintu",NA,NA,"demotivation","ntayo","English","Ntayo","","",0,0,NA,NA,0,0,NA,NA,1,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.442,0.402,0.404,0.365,0.411,0.32,0.472,0.333,0.513,0.496,0.525,0.617,0.496,0.525,0.483,0.7
