"sno_student","questionnaire_classification_final","questionnaire_type_initial","school","sno_questionnaire","sno_statement","sno_segment","sno","statement_first","statement_unique","statement_coded_multiple","age","gender","school_grade","consent_given","what_subjects_listed","what follow-up statenents given","coding_round_1_coder_1","coding_round_1_coder_2","coding_round_1_final_coding","coding_round_1_coder_agreement","coding_round_2_coder_1","coding_round_2_coder_2","coding_round_2_final_coding","coding_round_2_coder_agreement","coding_round_3_coder_1_answer_1","coding_round_3_coder_1_answer_2","coding_round_3_coder_1_answer_3","coding_round_3_coder_1_answer_4","coding_round_3_coder_2_answer_1","coding_round_3_coder_2_answer_2","coding_round_3_coder_2_answer_3","coding_round_3_coder_2_answer_4","coding_round_3_coder_agreement","coding_round_3_final_coding_overall","coding_round_3_final_coding_separate","coding_round_4.1_coder_1_answer_1","coding_round_4.1_coder_1_answer_2","coding_round_4.1_coder_1_answer_3","coding_round_4.1_coder_2_answer_1","coding_round_4.1_coder_2_answer_2","coding_round_4.1_coder_2_answer_3","coding_round_4.1_coder_agreement","coding_round_4.1_final_coding_overall","coding_round_4.1_final_coding_separate","coding_round_4.2_coder_1_answer_1","coding_round_4.2_coder_1_answer_2","coding_round_4.2_coder_2_answer_1","coding_round_4.2_coder_2_answer_2","coding_round_4.2_coder_agreement","coding_round_4.2_final_coding_overall","coding_round_4.2_final_coding_separate","comment","additional comment","statement_Kinyarwanda","statement_English","type","subjects.confidence","subjects.demotivation","subjects.motivation","subjects.unconfidence","biology_c","biology_d","biology_m","biology_u","chemistry_c","chemistry_d","chemistry_m","chemistry_u","english_c","english_d","english_m","english_u","entrepreneurship_c","entrepreneurship_d","entrepreneurship_m","entrepreneurship_u","french_c","french_d","french_m","french_u","geography_c","geography_d","geography_m","geography_u","history_c","history_d","history_m","history_u","ict_c","ict_d","ict_m","ict_u","kinyarwanda_c","kinyarwanda_d","kinyarwanda_m","kinyarwanda_u","kiswahili_c","kiswahili_d","kiswahili_m","kiswahili_u","literature_c","literature_d","literature_m","literature_u","mathematics_c","mathematics_d","mathematics_m","mathematics_u","physics_c","physics_d","physics_m","physics_u","religion_c","religion_d","religion_m","religion_u","sports_c","sports_d","sports_m","sports_u","mathematics_grades","physics_grades","chemistry_grades","biology_grades","kinyarwanda_grades","english_grades","geography_grades","history_grades","entrepreneurship_grades","ict_grades","religion_grades","french_grades","kiswahili_grades","literature_grades","library.and.clubs_grades","sports_grades"
"114","motivation","demotivation","B","M8","Mm8_4","Mm8_4_1","MOTIVATION768_4","no","yes","no","20","Male","2","Yes","English,Ict,Kinyarwanda,Geo,Bio",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"PERSONAL PROBLEMS","RIMWE NA RIMWE MPURA NIBICA INTEGE","AT TIMES I AM FACED WITH DISCOURAGEMENTS","demotivation","ICT,Biology,Geo,Ent,Kinyarwanda","English,Ict,Kinyarwanda,Geo,Bio","","",1,1,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.272,0.402,0.383,0.367,0.425,0.35,0.406,0.316,0.475,0.725,0.317,0.329,0.467,0.533,0.692,0.883
"114","motivation","demotivation","B","M8","Mm8_5","Mm8_5_1","MOTIVATION768_5","no","yes","no","20","Male","2","Yes","English,Ict,Kinyarwanda,Geo,Bio",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"HARI IBYO MBA NTUMVISE BIGATUMA NTA SHYAKA NGIRA","THERE ARE THINGS I DON'T UNDERSTAND THAT RESULT IN A LACK OF MOTIVATION","demotivation","ICT,Biology,Geo,Ent,Kinyarwanda","English,Ict,Kinyarwanda,Geo,Bio","","",1,1,NA,NA,0,0,NA,NA,0,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.272,0.402,0.383,0.367,0.425,0.35,0.406,0.316,0.475,0.725,0.317,0.329,0.467,0.533,0.692,0.883
"115","motivation","demotivation","B","M54","Mm54_1","Mm54_1_1","MOTIVATION7754_1","yes","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"No","No","no","AGREEMENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBA NTASHAKA GUKOPERA","I WANT TO CHEAT",NA,"Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_10","Mm54_10_1","MOTIVATION7754_10","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"NTABWO NIGIRIRA IKIZERE KUBERA KO BABA BATARA DUSHYIZE MU MAGURUPE","I AM NOT CONFIDENT BECAUSE THEY DON'T PUT US IN GROUPS","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_2","Mm54_2_1","MOTIVATION7754_2","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"ABILITY",NA,NA,NA,"CODER 2","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"KUBERA KO MBA NTUMVISE ICYO BAMBAJIJE","BECAUSE I DON'T UNDERSTAND WHAT THEY ASKED ME","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_3","Mm54_3_1","MOTIVATION7754_3","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"KUBERA KO MBA NTUMVA URURIMI BAMBAJIJE MO","BECAUSE I DO NOT UNDERSTAND THE LANGUAGE IN WHICH THE QUESTIONS ARE ASKED","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_4","Mm54_4_1","MOTIVATION7754_4","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KUBERA KO MBA NTAHAWE NOTE","BECAUSE I HAVE NOT BEEN GIVEN NOTES","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_5","Mm54_5_1","MOTIVATION7754_5","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KUBERA KO MBA NTABONYE UNSOBANURIRA","BECAUSE I GET SOMEONE TO EXPLAIN IT TO ME","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_6","Mm54_6_1","MOTIVATION7754_6","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KUBERA KO BABA BATARANSOBANURIYE","BECAUSE THEY HAVE NOT EXPLAINED IT TO ME","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_7","Mm54_7_1","MOTIVATION7754_7","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KO BABA BATARAMPAYE NOTE","THAT THEY HAVE NOT GIVEN NOTES","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_8","Mm54_8_1","MOTIVATION7754_8","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KUBERA KO BABA BATARAMPAYE INGERO","BECAUSE THEY HAVE NOT GIVEN ME ANY EXAMPLES","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"115","motivation","demotivation","B","M54","Mm54_9","Mm54_9_1","MOTIVATION7754_9","no","yes","no","14","Male","1","Yes","Ikinyarwanda,History,ICT",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","DIFFERENT",NA,NA,NA,"DIFFERENT",NA,NA,NA,"AGREEMENT","DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"SOURCE",NA,"SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"SCHOOL SUPPORT [GENERAL]","KUBERA KO BABA BATARAMPAYE IBISOBANURO BIHAGIJE","BECAUSE THEY DON'T GIVE ME ENOUGH EXPLANATION","demotivation","Ikinyarwanda","Ikinyarwanda,History,ICT","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,1,NA,NA,0,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.289,0.34,0.281,0.313,0.392,0.247,0.292,0.321,0.354,0.5,0.483,0.396,0.45,0.2,0.617,0.85
"116","motivation","demotivation","A","N62","Nm62_1","Nm62_1_1","MOTIVATION6162_1","yes","yes","yes","15","Female","2","Yes","Mathematics,Chemistry,Geography,kinyarwanda,English",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY","NEGATIVE",NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"IMPAMVU TUTAGIRA ISHYAKA HARI IGIHE UBA W'UMVA MURI WOWE NTA CONFIDENCE UBIFITEMO CYANGWA SE UKUMVA BITAKUJYAMO KUMV'UMVA BIKAKUNANIRA KANDI ATARI UKO UBYANGA AHUBWO UBWONKO BWAWE NTIBUBYAKIRE VUBA NK'IBINDI","THE REASONS WE DO NOT HAVE MOTIVATION ARE THAT AT TIMES YOU FEEL YOU HAVE NO CONFIDENCE IN YOURSELF OR YOU FEEL IT DOES NOT GET INTO YOUR HEARD; YOU FEEL YOU ARE NOT ABLE TO BUT NOT BECAUSE YOU HATE IT BUT BECAUSE YOUR BRAIN DOES NOT GET IT AS FAST AS OTHER THINGS.","demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","motivation","demotivation","A","N62","Nm62_1","Nm62_1_2","MOTIVATION6162_1","no","no",NA,"15","Female","2","Yes","Mathematics,Chemistry,Geography,kinyarwanda,English",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY","NEGATIVE",NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"IMPAMVU TUTAGIRA ISHYAKA HARI IGIHE UBA W'UMVA MURI WOWE NTA CONFIDENCE UBIFITEMO CYANGWA SE UKUMVA BITAKUJYAMO KUMV'UMVA BIKAKUNANIRA KANDI ATARI UKO UBYANGA AHUBWO UBWONKO BWAWE NTIBUBYAKIRE VUBA NK'IBINDI","THE REASONS WE DO NOT HAVE MOTIVATION ARE THAT AT TIMES YOU FEEL YOU HAVE NO CONFIDENCE IN YOURSELF OR YOU FEEL IT DOES NOT GET INTO YOUR HEARD; YOU FEEL YOU ARE NOT ABLE TO BUT NOT BECAUSE YOU HATE IT BUT BECAUSE YOUR BRAIN DOES NOT GET IT AS FAST AS OTHER THINGS.","demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","motivation","demotivation","A","N62","Nm62_1","Nm62_1_3","MOTIVATION6162_1","no","no",NA,"15","Female","2","Yes","Mathematics,Chemistry,Geography,kinyarwanda,English",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY","NEGATIVE",NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"IMPAMVU TUTAGIRA ISHYAKA HARI IGIHE UBA W'UMVA MURI WOWE NTA CONFIDENCE UBIFITEMO CYANGWA SE UKUMVA BITAKUJYAMO KUMV'UMVA BIKAKUNANIRA KANDI ATARI UKO UBYANGA AHUBWO UBWONKO BWAWE NTIBUBYAKIRE VUBA NK'IBINDI","THE REASONS WE DO NOT HAVE MOTIVATION ARE THAT AT TIMES YOU FEEL YOU HAVE NO CONFIDENCE IN YOURSELF OR YOU FEEL IT DOES NOT GET INTO YOUR HEARD; YOU FEEL YOU ARE NOT ABLE TO BUT NOT BECAUSE YOU HATE IT BUT BECAUSE YOUR BRAIN DOES NOT GET IT AS FAST AS OTHER THINGS.","demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"116","motivation","demotivation","A","N62","Nm62_1","Nm62_1_4","MOTIVATION6162_1","no","no",NA,"15","Female","2","Yes","Mathematics,Chemistry,Geography,kinyarwanda,English",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY","NEGATIVE",NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"IMPAMVU TUTAGIRA ISHYAKA HARI IGIHE UBA W'UMVA MURI WOWE NTA CONFIDENCE UBIFITEMO CYANGWA SE UKUMVA BITAKUJYAMO KUMV'UMVA BIKAKUNANIRA KANDI ATARI UKO UBYANGA AHUBWO UBWONKO BWAWE NTIBUBYAKIRE VUBA NK'IBINDI
","THE REASONS WE DO NOT HAVE MOTIVATION ARE THAT AT TIMES YOU FEEL YOU HAVE NO CONFIDENCE IN YOURSELF OR YOU FEEL IT DOES NOT GET INTO YOUR HEARD; YOU FEEL YOU ARE NOT ABLE TO BUT NOT BECAUSE YOU HATE IT BUT BECAUSE YOUR BRAIN DOES NOT GET IT AS FAST AS OTHER THINGS.","demotivation","Maths,Geo,Ikinya,Swahili,Eng,Francais,Ent,Chem","Mathematics,Chemistry,Geography,kinyarwanda,English","","",0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,0,NA,NA,1,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,0,NA,NA,0,0,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.736,0.65,0.633,0.475,0.767,0.62,0.567,0.511,0.517,0.758,0.758,0.517,0.433,0.783,0.967,0.967
"117","motivation","demotivation","A","N10","Nm10_1","Nm10_1_1","MOTIVATION6210_1","yes","yes","yes","17","Male","2","Yes","Kinyarwanda,Geography,ICT,History",NA,"Yes","No","yes","CODER 1","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"NSHOBORA KUBA NTARI KU W' UMVVA CYANGWA SE NTA SOBANUKIWE","I MIGHT NOT HAVE UNDERSTOOD IT OR NOT UNDERSTAND IT","demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","N10","Nm10_1","Nm10_1_2","MOTIVATION6210_1","no","no",NA,"17","Male","2","Yes","Kinyarwanda,Geography,ICT,History",NA,"Yes","No","yes","CODER 1","Demotivation","Demotivation","demotivation","AGREEMENT","ABILITY",NA,NA,NA,"ABILITY",NA,NA,NA,"AGREEMENT","ABILITY","ABILITY",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"expectancy",NA,NA,"NSHOBORA KUBA NTARI KU W' UMVVA CYANGWA SE NTA SOBANUKIWE","I MIGHT NOT HAVE UNDERSTOOD IT OR NOT UNDERSTAND IT","demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","N10","Nm10_10","Nm10_10_1","MOTIVATION6210_10","no","yes","yes","17","Male","2","Yes","Kinyarwanda,Geography,ICT,History",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","NEGATIVE","DIFFERENT",NA,NA,"NEGATIVE","DIFFERENT",NA,NA,"AGREEMENT","NEGATIVE/ DIFFERENT","DIFFERENT",NA,NA,NA,NA,NA,NA,NA,NA,NA,"CONSEQUENCE","SOURCE","SOURCE",NA,"AGREEMENT","SOURCE","source",NA,"PERSONAL PROBLEMS","NTA WU SHAKA CYANGWA UTAFITE BIMWE MUBIKORESHO","DON’T WANT TO OR DON’T HAVE SOME OF THE MATERIALS","demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
"117","motivation","demotivation","A","N10","Nm10_10","Nm10_10_2","MOTIVATION6210_10","no","no",NA,"17","Male","2","Yes","Kinyarwanda,Geography,ICT,History",NA,"Yes","Yes","yes","AGREEMENT","Demotivation","Demotivation","demotivation","AGREEMENT","NEGATIVE","DIFFERENT",NA,NA,"NEGATIVE","DIFFERENT",NA,NA,"AGREEMENT","NEGATIVE/ DIFFERENT","NEGATIVE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"costs/emotional",NA,NA,"NTA WU SHAKA CYANGWA UTAFITE BIMWE MUBIKORESHO","DON’T WANT TO OR DON’T HAVE SOME OF THE MATERIALS","demotivation","Kinyarwanda,Geography,ICT,History","Kinyarwanda,Geography,ICT,History","","",0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,1,1,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0,0,NA,NA,0.344,0.529,0.308,0.438,0.511,0.487,0.4,0.407,0.425,0.667,0.525,0.442,0.45,0.667,0.917,0.817
